grant_id,title,abstract,agency,stratum,human_parent_label
387197,"Dynamics Days 2009 Conference; San Diego, CA; January 2009","This proposal request funds to support the annual International Conference on Chaos and Nonlinear Dynamics: Dynamics Days 2009, to be held at the DoubleTree Hotel, San Diego, California on January 8-11, 2009, and hosted by the University of California,San Diego. The principal co-organizers are Professors Michael Todd (mdt@ucsd.edu) and Herbert Levine (hlevine@ucsd.edu), of UCSD?s Engineering and Physical Science Divisions, respectively. Dynamics Days is an annual conference organized with the specific purpose of providing an interface for researchers from diverse scientific disciplines but with common interests in nonlinear dynamics, chaos, and complex systems. This meeting has become internationally known as a very effective mechanism for researchers to share their most recent results in understanding, modeling, and controlling nonlinear dynamical systems.",National Science Foundation,NSF|abstract|noise,Mathematics & Fundamental Physics
387243,Turning the Civil and Mechanical Infrastructures into a Smart Structures and Systems through the Adoption of Bio-inspired Sensing and Actuation Technologies,"The objective of this workshop is to develop a road map for planning a comprehensive bilateral US-Taiwan team- and center-based research and implementation plan for realizing significant advances in civil and mechanical infrastructure based on ?smart structures and systems through the adaptation of bio-inspired sensing and actuation technologies?. Taiwan is situated in a highly seismically active region of the world with devastating earthquakes occurring almost every decade and along the primary path of Northwestern Pacific tropical cyclones occurring almost yearly. Because of the extensive investment by the National Taiwan Council (NSC), Taiwan today is a recognized leader in the hazard mitigation field. In this workshop we proposed that significant improvements in multiple nature hazard mitigation approaches are still possible and can be achieved through the adoption of transformative technologies such as bio-inspired sensing and actuation concepts. Bilateral groups of scientists from academia, government, and industry will be invited to contribute and to develop a framework for an integrated research frontier that is envisioned to revitalize US-Taiwan collaboration on emerging research serving pressing societal needs.",National Science Foundation,NSF|abstract|noise,Materials Science & Structural/Civil Engineering
541110,"THEORY, DESIGN, AND ALGORITHMS FOR OPTIMAL CONTROL OF WIRELESS NETWORKS",,Air Force Research Office,AFRO|title_only|noise,"Computing, Networking & Robotic Systems"
543986,Cell Sorting for Advanced Biodefense Research,,Army Research Office,ARO|title_only|noise,Biomedical Sciences
645905,MECHANISM OF INTRINSIC HYDROLYSIS IN RAS AND THE EFFECT OF RAF ON ONCOGENIC MUTAN,"Project Summary Ras is a protein that activates the Raf/MEK/ERK signal transduction pathway in the cell, which plays a central role in the control of cell growth and differentiation. In about 30% of human cancers Ras is defective and the signal is kept on, leading to uncontrolled cell proliferation. The signal is normally turned off by the GTPase activity of Ras itself, which hydrolyzes its bound GTP to GDP. While the biochemical and biophysical aspects of the hydrolysis reaction has been well-studied in wild type and mutant free Ras, it is now clear that its protein binding partner Raf has a strong damping effect on the hydrolysis reaction of the common oncogenic mutant RasQ61L, but not on the wild type. This suggests that it is in the context of the interaction with Raf that the oncogenic Q61 mutants of Ras exert their phenotype. This project aims to investigate whether this is true in vivo using NIH-3T3 fibroblasts, to quantify the effect of Raf on the GTPase reaction of the oncogenic mutants of Ras, and to establish the mechanism through which this effect occurs by using a combination of biochemical and biophysical approaches. The goals will be accomplished in four specific aims. The first will be to determine whether the transforming mutants affect the Ras/Raf and PI3K signal transduction pathways differentially. The second will be to obtain the rates of hydrolysis of Ras and several oncogenic mutants in the presence of Raf and compare them to the rates obtained for the free proteins. The third aim focuses on X-ray crystallography and neutron diffraction to study the intrinsic hydrolysis mechanism in Ras and oncogenic mutants. The fourth aim will elucidate the energetic features of the catalyzed reaction using a combination of quantum- mechanical and molecular dynamics simulations of the Ras/Raf complex. By quantifying the effect of Raf on the hydrolysis reaction that controls one of the major cell proliferation pathways in the cell and elucidating the mechanism through which this occurs, this project will significantly advance knowledge of the fundamental mechanisms that lead to the development of human cancers due to mutations in Ras.",National Institutes of Health,NIH|abstract|noise,Biomedical Sciences
648460,PSYCHOPHYSICAL CORRELATES OF NEURODEGENERATION IN GLAUCOMA,"DESCRIPTION (provided by applicant): Glaucoma is the second leading cause of blindness in the developed world and causes progressive loss of the peripheral visual field. While visual loss caused by glaucoma is currently irreversible, clinical intervention is most effective if the disease is caught at an early stage, when catastrophic field loss can be averted. Unfortunately existing screening techniques can only detect glaucoma once significant visual impairment has occurred. Although visual deficits in glaucoma are thought to be attributable to programmed cell death (apoptosis) of retinal ganglion cells (RGCs) it is now clear that cell-death is the endpoint of a gradual deterioration in RGC-function. Effective diagnostics cannot wait for cell death, but must measure a behavioral impact of RGC dysfunction. When screening fails, the clinician is particularly reliant on the patients self-diagnosing. Unfortunately more than 50% of people who have diagnosable glaucoma are unaware of it. This, along with poor screening sensitivity has long-term implications for the effective management of an increasingly prevalent disease. This proposal assesses a more efficient and more sensitive motion screening technique that may help detect RGC dysfunction earlier, facilitating prompt clinical intervention to slow the progression of glaucoma. We examine binocular vision, filling-in and compensatory eye movements that may obscure detection of progressive visual impairment and prevent patients from self-diagnosing at an earlier stage of the disease. The overall aim of this proposal is to identify signs of glaucoma that may help bring patients to clinic before catastrophic glaucomatous visual field loss has occurred. Such early intervention allows clinical management of glaucoma to be most effective and so relieves the burden of visual impairment. PUBLIC HEALTH RELEVANCE: Glaucoma is the second leading cause of blindness in the developed world and its incidence is set to rise as the population ages. While visual loss caused by glaucoma is currently irreversible, clinical intervention is most effective if the disease is detected and treated at an early stage, when catastrophic field loss can be averted. The proposed program of research develops new diagnostics that are sensitive to the early stages of neuro-degeneration in glaucoma.",National Institutes of Health,NIH|abstract|noise,Public & Behavioral Health
648545,"RACE IN A BOTTLE: LAW, COMMERCE AND THE PRODUCTION OF RACIAL CATEGORIES IN BIOME","DESCRIPTION (provided by applicant):   
  
The aim of the project is to provide a book-length treatment of the emergence of race as a central organizing concept in the development of pharmaceuticals and related biotechnological innovations in a post-genomic age. The grant will supply funding for three summers of work to complete this book. The study will be built around a case study of BiDil, the first drug ever approved by the FDA with a race-specific label - for the treatment of heart failure in a ""black patient."" It will situate this extended case study within a larger context of the emergence of race-based medicine and the continuing, indeed increasing, use of racial categories in biotechnological research and product development. It will explore how the use of race in biomedicine is shaped by a complex   interplay among commercial, legal, political and scientific forces and elaborate upon the complex double edge of using race in such contexts. Many people using race in biomedical research and product development are doing so with good intentions but without sufficient care to understanding the potential of such use to reify race as genetic and/or reinforce stigmatizing racial stereotypes. The story is all the more interesting because of the complex motivations and interests underlying the use of race in biotechnological research and product development. The primary actors in this story include genetics and clinicians, regulatory officials and politicians, citizen activists and corporate leaders. Generally speaking they are all people of good faith seeking to improve people's health, but their motivations complex and occasionally conflicting. Exploring the story through their actions and concerns illuminated the difficult double edge of using race in biomedical research and product development - bringing to light in a concrete manner what legal scholar Martha Minnow, in another context, has characterized as the ""dilemma of difference,"" namely ""when does treating people differently emphasize their differences and stigmatize or hinder them on that basis? and when does treating people the same become insensitive to their difference and likely to stigmatize or hinder them on that basis?""",National Institutes of Health,NIH|abstract|assigned,Public & Behavioral Health
651327,TRANSLATIONAL GENETICS AND DOPAMINE SIGNALING IN SENSITIVITY TO AMPHETAMINES,"DESCRIPTION (provided by applicant):  Abuse of amphetamines is a major public health problem that warrants the identification of genetic risk factors which could lead to addiction prevention and novel treatments. Because amphetamines are also used clinically for such conditions as Attention Deficit Hyperactive Disorder, Parkinson's disease, and narcolepsy, studying the genetic basis of the biological actions of these drugs could also lead to improved pharmaceutical treatments. This application requests support for training in mouse and human genetics to test the hypothesis that polymorphisms in the candidate gene casein kinase 1-epsilon (Csnk1-e) contribute to sensitivity to the behavioral and subjective effects of amphetamines in mice and humans. In Aim 1, mice will be bred with polymorphic Csnk1-e alleles on two separate isogenic background strains with the hypothesis that Csnk1-e polymorphisms will modulate the locomotor stimulant response to methamphetamine (MA). In Aim 2, polymorphism-induced changes in Csnkle gene expression will be examined along with changes in MA-induced activation of the Darpp-32 dopamine signaling pathway and MA-induced locomotor activity in mice. The hypothesis is that an increase in Csnkle expression will result in an increase in MA-induced Darpp-32 phosphorylation and an increase in the locomotor stimulant response to MA. Furthermore, we expect these changes in Csnkle expression to result in differential sensitivity to the biochemical and behavioral effects of specific pharmacological inhibition of Csnkle. In Aim 3, parallel to the mouse studies, a human translational study will be conducted whereby association of CSNK1E polymorphisms with sensitivity to the physiological, behavioral, and subjective responses to d- amphetamine (AMPH) will be examined, including AMPH euphoria. Public Health Relevance: New insight into the genetic basis for sensitivity to amphetamines may have important implications for addiction prevention as well as the development of novel treatments for clinical conditions related to dysregulation of the dopamine system.",National Institutes of Health,NIH|abstract|assigned,Biomedical Sciences
652382,AF:Small: Computation in Very Large Groups,"Mathematical group theory has wide applications to the sciences and to other branches of mathematics. Some important examples of current interest are fast matrix multiplication, search in the presence of symmetry, and symmetries to be found in physics and chemistry. Current algorithms do not always scale or are not always practical in implementation. Some levels beyond which current algorithms tend to become impractical are permutations of a million points, matrix group dimensions beyond a few tens, and coset methods (defining equations on groups) beyond 100 million cosets. We call such groups very large groups.This project will develop a new class of algorithms for very large groups. The new algorithms will take advantage of the experience of the P.I. and his lab in previous computations and algorithms using terabytes of parallel disk storage. The feasibility of a many-disk approach had previously been shown in a popular demonstration concerning Rubik's cube: Rubik's cube can be solved in 26 moves or less. Both that and more traditional problems will be used to further develop the disk-based language, Roomy.Emphasis will be given to well-known problems not known to be in polynomial time (centralizer, group intersection, normalizer, etc.). These problems have seen little progress during the last decade. They are considered hard in part due to their close connection with the conjugate group action of a group on itself. In this conjugate action view, a group is seen as a permutation group acting on almost as many points as there are elements in the group itself. In this view, even moderate size groups quickly turn into very large groups under the conjugate action. Novel methods such as the biased tadpole, coupled with the power of the Roomy language, will enable a resumption of progress in this area.The broader impact lies in the ability to harness these new algorithms and implementations in pursuit of applications outside of group theory such as those mentioned earlier. Researchers outside of group theory have long had the potential to generate groups beyond the capabilities of standard software, such as the free and open source GAP package. Extending the capabilities of GAP and other familiar tools will enable new discoveries. The further development of the Roomy platform is also an important byproduct, whose value will extend far beyond its group theory origins.",National Science Foundation,NSF|abstract|assigned,Mathematics & Fundamental Physics
654845,Collaborative Research:  ULTRA-Ex:   Metabolism of Boston,"The urbanization and growth of the human population over past decades has yielded cities of unprecedented size and form, which emit significant quantities of waste, transform habitat, modify major biogeochemical cycles, alter local climate, and diminish human health. Carbon exchange is a key indicator of the intensity and pattern of urban metabolism, but the state of science currently does not address the close coupling of carbon exchange within and across human and natural subsystems of urban and urbanizing systems. Almost all research has focused on urban carbon emissions, or separately on urban vegetation carbon exchange. Thus, it is not possible to answer basic questions such as whether natural systems exchange carbon more locally than they do with a metropolitan region. This research will develop an integrated measurement and analysis framework for coupled carbon exchange in an urban-to-rural gradient from Boston to the rural Harvard Forest Long Term Ecological Research Site. This project will combine ground-based measurements of carbon exchange and energy flows with socioeconomic, meteorological and satellite measurements and modeling of human activity and the built and natural environments. These data will be integrated into a dynamic, Geospatial Information System that will characterize extant patterns of carbon exchange from daily to seasonal time scales at sub-meter spatial resolution across the urban-to-rural gradient. This analytical framework will then be used to forecast carbon exchange impacts of future land use change and urban growth scenarios, to advance fundamental knowledge about coupling of carbon exchange in urbanizing systems, and provide policy makers with specific and relevant information to align urban growth planning with sustainability goals.Quantifying climatic, ecological, and socioeconomic drivers of carbon exchange and energy use will allow for forecasting carbon flows and evaluating policies aimed at altering flows consistent with social goals. For example, this research will help evaluate options for achieving Boston's emissions reduction targets. More broadly, it provides tools for larger-scale efforts like the Massachusetts Global Warming Solutions Act, the Regional Greenhouse Gas Initiative, and the American Clean Energy and Security Act. Because this research includes natural and social science determinants at fine spatiotemporal resolution, it can evaluate options that cannot be assessed within a single discipline and anticipate unintended consequences for the human population. For example, this research can be used to evaluate how urban forestry, changes in rooftop albedo, and changes in transportation infrastructure can offset carbon emissions, or to examine how transportation options affect both carbon emissions and the economic opportunities available for urban dwellers.",National Science Foundation,NSF|abstract|noise,"Social Science, Public Policy & Education Research"
655641,Collaborative Research: Investigating Underlying Mechanisms and Behavioral Consequences of Emotion-Induced Implicit Prejudice,"The goal of this collaborative research project is to examine the conditions under which incidental emotions exacerbate intergroup prejudice, stereotyping, and discriminatory behavior. In the intergroup context, incidental emotions refer to affective states that individuals may be experiencing immediately before they encounter outgroup members and whose evocation is unrelated to these groups. As such, these states are different from integral emotions, which refer to affective states that are directly evoked by an outgroup when people reflect on or encounter them. The investigators propose a theoretical model that specifies selective attention as the most likely mediator between incidental emotion and subsequent bias in judgments and action. The primary goal of the present proposal is to test the veracity of the proposed model in three sets of studies. The first set of studies examines the selective attention hypothesis. These studies examine whether incidental emotions cause individuals to focus on members of groups stereotypically associated with the activated emotion, and whether this attention is focused particularly on emotion relevant features of the groups. These studies also examine whether incidental emotion increases emotions explicitly tied to the target group (integral emotion) and a focus on incidental emotion specific features of individuals in the target group. The second set of studies tests the hypothesis that incidental emotion affects perceptions of non-prototypical members of target groups more than prototypic members. The third set of studies focus on the behavioral consequences of incidental emotion. These studies examine the hypothesis that the effect of incidental emotions on attention, and implicit biases can cause discriminatory behaviors. Importantly, this project will build scientific infrastructure by strengthening collaborations between two labs with different expertise: the study of emotion and implicit social cognition. This project will also provide many opportunities for members of underrepresented minorities to be trained in scientific research.",National Science Foundation,NSF|abstract|assigned,"Social Science, Public Policy & Education Research"
657392,Dissertation Research:  Vasopressin-Glutamate Interactions in the LAH of Aggressive Male Syrian Hamsters,"During the past 40 years research in aggression has identified the main neurotransmitters and brain areas involved in the modulation of aggressive behavior. However, how key brain areas and neurotransmitters interact to modulate aggression is unknown. In the lateral anterior hypothalamus (i.e., LAH. the center of control of aggression that receives and integrates aggression inputs from other brain areas involved in aggression control and sends output projections back), vasopressin is a neuropeptide that facilitates aggression. Moreover, in this brain area glutamate (i.e., a predominant excitatory amino acid in the hypothalamus) has been previously hypothesized to be the aggression output system to other aggression brain areas. The current project will focus on understanding how interactions between vasopressin and glutamate in the LAH modulate the aggressive behavior. Specifically, male Syrian hamsters (Mesocricetus auratus) exposed to moderate doses of anabolic androgenic steroids will be used to investigate whether increased hypothalamic vasopressin stimulates the activity of glutamate cells and underlies the escalated aggressive behavior observed in these animals. This project will primarily use behavior pharmacology to investigate how changes in aggressive behavior map to changes in brain activity. The findings from this project will not only provide new knowledge that will further our understanding on the neurobiology of aggression but it will also make a contribution to other research areas investigating how brain mechanisms regulate behavior. Moreover, this project will promote the development as an early neuroscientist of a female PhD student and training in laboratory of various undergraduate students from underrepresented groups.",National Science Foundation,NSF|abstract|assigned,Biomedical Sciences
659314,GOALI: A Quantum Mechanics Based Method for Properties Predictions and Product Improvements Using Molecular Design,"This award is funded under the American Recovery and Reinvestment Act of 2009 (Public Law 111-5). The research proposal is supported in part through the funds from the Grant Opportunities for Academic Liaison with Industry (GOALI) program for cooperative research between the research group of Professor Stanley I. Sandler of the Department of Chemical Engineering at the University of Delaware and Drs. Steven Lustig and Michael Crawford at the Experimental Station of the DuPont Company in Wilmington Delaware. The project will have long term energy and environmental impact. It involves simulation/modeling and comparisons with experimentation.The thermodynamics research will focus on improvements to the recent quantum mechanics based physical and chemical properties prediction method, COSMO-SAC, developed at the University of Delaware, and its combination with a molecular design methodology developed by Steven Lustig at DuPont to areas of both scientific and industrial interest. There are three specific, but related areas of research in this proposal are improvement of the basic COSMO-SAC model to better represent London dispersion interactions, and then reparameterization of the model using databases available at the University of Delaware and at the DuPont Company. an experimental test of a fundamental assumption of the COSMO-SAC and related models of the independence of the solute molecular conformation on the solvent in which it is located using Raman spectroscopy at the DuPont Company. and combination of the proposed refinements with the COSMOdesign methodology to develop a self contained tool that can be used to design molecules to achieve certain performance goals. Intellectual Merit There are three features of this proposal of original and distinct intellectual merit. The first is the combination of a quantum mechanics based approach to predicting the thermodynamic properties in a novel manner with an artificial intelligence based method to choose fluids and mixtures to meet specifications for the optimal design of a product or process. Second is the further development of this quantum based method by a significant improvement in the way dispersion and hydrogen bonding energies are treated based on better physiochemical theory and descriptions. Finally, while the solution effects on conformations of molecules is known to be important, for example, in the coiling and uncoiling or polymers and folding and unfolding (denaturation) of proteins, this effect is largely ignored in the description of smaller molecules. The PIs will examine the importance of changes in molecular conformation experimentally in this research, and then incorporate this information into thermodynamic properties model. Broader Impacts The most important impact of the research proposed is the development of a publically-available, completely new design tool for chemists and engineers to use in reverse engineering of a product or solvent, and especially those with environmentally acceptability. That is, once a desired set of properties for a product or solvent have been specified, the result of the proposed research will allow pure fluids or mixtures to be identified that have these properties, even if there are no experimental data or the substance(s)has not yet even been synthesized. One such example is ionic liquids, of which there are many possible based on different choices of anion and cation, while only a few have been synthesized. Another would be in choosing a new refrigerant or refrigerant to meet energy efficient or environmental standards. Still other applications of the method include using the quantum mechanical based theory to selective binding of substances to electronic and biological substrates. estimating toxicity. and to the design of pharmaceutical and other biologics with desired drug formulation and/or delivery properties. In addition to the scientific and engineering impact of the research, at least one Ph.D. and one postdoctoral associate will receive training under the proposed grant, thereby increasing the U.S. pool of trained professionals. Also, through the RISE program of the University of Delaware, we will involve undergraduate students from underrepresented minorities in the research.",National Science Foundation,NSF|abstract|noise,Mathematics & Fundamental Physics
661713,NeTS:  Medium:  Collaborative Research:  Secure Networking Using Network Coding,"This award is funded under the American Recovery and Reinvestment Act of 2009 (Public Law 111-5).This project determines the fundamental limits of network secrecy from a network coding perspective, and then applies this theory to improve security guarantees in peer-to-peer and wireless networks. As network coding gains prominence as an important strategy for both wired and wireless networks, the project identifies both the advantages and vulnerabilities from using network coding. Subsequently, the effort develops a design methodology that exploits the advantages while carefully compensating for the vulnerabilities. This project analyzes networks under both outsider and insider attacks. Specifically, coding mechanisms are developed to combat an external eavesdropper. Also, a combination of cryptographic and information-theoretic tools are used to combat internal modification attacks on the network. The results are then used in two case studies: eavesdropper attacks on wireless mesh networks and pollution attacks on P2P content distribution systems. Secure network coded systems, once well understood, can greatly impact how networks are designed and deployed. Nearly every network setting (wireless, wired or heterogeneous) can benefit in terms of improved resilience (in addition to other performance benefits such as throughput) in its design. Case studies in this effort are designed to help transition the theoretical principles developed into practical algorithms. The research team includes an industry member which will aid in transitioning our research ideas from theory to practice. The team will disseminate its findings through traditional scholarly venues, through the web and to the local community at each partner institution.",National Science Foundation,NSF|abstract|noise,"Computing, Networking & Robotic Systems"
669079,"Burning Speed, Autoignition and Flame Structure of Bio-Jet Fuels",,Office of Naval Research,ONR|title_only|noise,unassigned
671276,A Proposal to Support Student Travel for the ACM CoNEXT 2010,"This travel award supports student participation in the 6th International Conference on emerging Networking EXperiments and Technologies (CoNEXT) will be held in Philadelphia, PA, USA, between November 30 and December 3, 2010.CoNEXT 2010 and the associated workshops, includes a student workshop, a workshop on ?Re-architecting the Internet?, and a workshop on ?Programmable Routers for Extensible Services of Tomorrow?. This rich program will expose students to new ideas, and allow them to interact with other researchers. In particular, the student workshop is geared to provide students an opportunity to present their work in progress, receive feedback on their work, and obtain valuable experience in writing and presenting technical papers.Approximately 10 US-based graduate students are provided the opportunity to attend CoNext. The travel awards will target graduate students, in particular female and under-represented minority students, since they often have limited travel funds to attend workshops. attendance at such events is an important part of their educational experience.",National Science Foundation,NSF|abstract|assigned,"Workforce Development & Institutional Partnerships"
671593,An Integrated Platform for Validated Prediction of Collapse of Structures,"This research aims to establish a robust procedure for accurate assessment of the collapse of steel frame structures. Understanding the causes and effects of structural collapse is critical to develop key documents such as national building codes, regional emergency response plans, and risk management strategies. This project will develop a cohesive-zone method for detailed assessment of structural collapse, and a compact plasticity-based macro beam element method for global collapse assessment of a complete frame structure. Together, these two methods will provide a systematic approach for evolution of collapse, including strength degradation and topology changes. The approach will be validated using representative testbed examples.  Stochastic algorithms including Bayesian parameter estimation methods and pattern classification methods will then be developed for validating some simple nonlinear methods that are currently used to predict collapse. The research will help in identifying the key parameters and damage measures that govern the collapse capacity of a structure.The numerical and analytical tools developed in this project will help in the development of better building code provisions that seek to prevent disproportionate collapse and in regional loss assessments that rely on accurate assessment of building collapse in a region.  The research will identify new collapse resistant structural designs to enhance public safety under extreme loads. The research results will be incorporated in the graduate level courses on the topics of structural designs for extreme loads and risk assessment.  Active efforts will be made to recruit students from the groups that are underrepresented in science and technology fields using the well-established institutional fellowship programs.  Through their involvement in the research project, two graduate students and two undergraduate research assistants will be provided advanced training to join the Nation's highly trained workforce.",National Science Foundation,NSF|abstract|assigned,Materials Science & Structural/Civil Engineering
677946,HCC: Large: Collaborative Research: Always-On Relational Agents for Social Support of Older Adults,"Abstract This project will create a new category of intelligent, autonomous virtual or robotic agent, which is continuously operating and interacting with humans - always on - for long periods of time and whose primary motivation is building and maintaining long-term social relationships with humans. The initial application focus of this research is to provide companionship and social support and to promote wellness for older adults who are living alone. For example, during a typical day, an always-on relational agent might play a social game of cards with the adult, act as an exercise coach and help arrange visits or phone calls with the adult's family and friends. A new integrated theory of social agency, called SharedPlans Relationship Theory, will be developed to serve as a principled foundation for these relational agents. The theory will be grounded in an always-on relational software architecture, which will be distributed as open-source for others to use and extend. Using a participatory design process, including home and laboratory studies, the target user population will help develop the specifications for a relational agent, which will then be constructed using the theory and software architecture, and placed in users' homes for long-term (month or more) longitudinal evaluation. This project will make fundamental, theoretical contributions to models of relationship, sociality, interactional engagement and social support. The effort will also produce new insights into how people in general, and older adults in particular, enact social support at the relational, activity and micro-behavioral levels of analysis. The new always-on relational software architecture will be a fundamental advance over current agent architectures, which only support brief, focused interactions around a well-specified task. This architecture will also support incremental extension of agent capabilities and be able to control either virtual and robotic agent embodiments. Social isolation is a broadly troubling trend in modern society. Always-on relational agents have the potential to counteract this isolation both directly, by providing companionship, and as intermediaries, by putting isolated people in contact with other people, both electronically and physically. Companionship and social support are also known to be significant positive factors in disease recovery and mortality, especially for older adults. The application focus of this project therefore has the potential for helping with health care cost control.",National Science Foundation,NSF|abstract|noise,Public & Behavioral Health
679519,MRI: Acquisition of a High Energy Resolution Angle Resolved SpinPolarized Photoemission Instrument,"Technical Summary: The combination of high angular- and energy-resolution with spin resolution, using spin polarized photoemission spectroscopy, is crucial for reaching a level of understanding of the electronic structure of magnetic and superconducting solids not possible with other techniques (e.g., x-ray magnetic circular dichroism, spin-polarized neutron scattering). Usually to obtain high performance in energy and angular resolution, spin information is sacrificed (e.g., by spin-integrated angle-resolved photoemission spectroscopy). conversely, spin analysis (e.g., using spin-polarized photoemission spectroscopy) is usually carried out at lower energy and angular resolution. The high transmission of the new generation of electron energy analyzers and the high fluxes available from insertion devices at modern Light Sources enables count rate-to-resolution limitations to be overcome. This project aims to acquire an instrument that combines the best possible throughput in addition to both energy and momentum resolution with spin analysis. The present NSLS (National Synchrotron Light Source) or future NSLS II undulator to which this analyzer will be attached, as well as focusing optics (micro spot size), large flux (order of magnitude increase over best known) and energy range (10 to 4500 eV) combined, add unprecedented capabilities to the acquisition instrument and resultant spin-resolved electronic structure determinations. For this instrument alone at beamline U5UA of the NSLS, it will be unique within North America (?38? angular mode, with <6 meV spin resolved photoelectron resolution). When coupled to the upgraded NSLS II, this instrument will be unique within the world, with the ability to probe physically small (<5 microns) magnetic features over a large energy range (providing elemental specificity) with both high energy and angular resolution. The basic science extracted from this instrument will have direct impact in advancing lightweight magnets, next generation superconductors and in developing new mechanisms for future magnetoelectronic devices. As the instrument is housed at a federal laboratory with established methods for optimizing user beamtime, the largest cross section of science and scientists will gain access to these unique capabilities. Layman Summary: Major advances in understanding superconducting and magnetic materials require understanding their spin-polarized electronic structure. 'Spin' is a quantum mechanical property of electrons that endows an individual magnetic moment while the 'electronic structure' can describe how insulating or metallic a solid is and can provide clues as to why the solid exhibits certain physical, optical, electrical, or chemical properties. This project aims to acquire a state-of-the-art instrument that can directly probe how tightly bound electrons are to a solid and how the electron spins communicate amongst each other, hence giving information about the spin polarized electronic structure. This instrument (a spin-resolved electron energy analyzer) will be coupled to a synchrotron radiation source, where 'synchrotrons' are specialized light sources that are advantageous because of the large energy (or wavelength) ranges they provide with a large number of photons per area per time (i.e., high intensity) and because they are intellectual and physical centers of confluence where the greatest number of people may have access to such a capability (instrument + synchrotron). The information gathered with this instrument will help in the advance of materials used in next-generation devices, such as memory, storage, and processing components. Lastly, as part of this project, beamtime proposals and project applications will be developed with the Faculty and Student Teams (FaST) Program at Brookhaven National Laboratory, where each summer, one faculty member and up to three undergraduates will perform studies using the requested instrument. The FaST program separately provides both travel and housing funds, as well as a stipend to both the students and faculty during the ten weeks in summer, making this a very realistic program for obtaining new users from institutions that would otherwise not have had this opportunity.",National Science Foundation,NSF|abstract|assigned,Materials Science & Structural/Civil Engineering
680663,"Quantum Groups, Poisson Lie Groups, and Combinatorics","This proposal addresses series of interrelated problems on quantum groups, Poisson Lie groups, Poisson homogeneous spaces, and their relations to combinatorics. These include: determining the spectra of quantized universal enveloping algebras of nilpotent algebras of De Concini-Kac-Procesi and Lusztig and the Berenstein-Zwicknagl (flat) braided symmetric algebras, carring out the orbit method for quantized algebras of functions, classifying automorphism groups of quantum nilpotent algebras, investigating quantized algebras of functions related to the Belavin-Drinfeld classification and the corresponding varieties of Lagrangian subalgebras, proving completeness of Kogan-Zelevinsky integrable systems, investigating cluster algebras on flag varieties and double flag varieties and their interaction with total positivity on these objects.The theory of Lie and algebraic groups is a major branch of mathematics, used to study in a unified way symmetries of physical theories, and geometric and algebraic objects. In recent years noncommutative versions of these techniques started playing an increasingly prominent role. Hopf algebras appeared in numerous studies in mathematical physics, algebra, combinatorics, noncommutative geometry, and topology.",National Science Foundation,NSF|abstract|assigned,Mathematics & Fundamental Physics
682077,SHF: Small: Collaborative Research: Modular ACL2,"Reliability is extremely important for some software and hardwareapplications. One approach is to use a programming language with amechanized logic---a so-called theorem-prover---to prove theorems thatestablish some critical behavioral characteristics. Among theorem-provers,ACL2 has found use with several industrial suppliers of high assurancesoftware and hardware. ACL2 does not support component-oriented softwaredevelopment, however, making it difficult to use with large and complexprojects.This research project has three goals: to add a pragmatic module system toACL2. to equip it with a hygienic macro system. and to investigate a typesystem that accommodates ACL2's programming idioms. The project teamemploys a cyclic, three-step exploration method. The first step is toadapt constructs from existing, similar languages to ACL2, especially alogical meaning consistent with the theorem prover of ACL2. The secondstep is to explore the pragmatics of the design with a wide range ofexamples. The third step is to add implementations to a pedagogic,interactive development environment for ACL2 and to evaluate theirusefulness in software engineering courses. The results of this last stepare used to re-start the cycle.The work will contribute to the dissemination of theorem provers inclassrooms and industry. The research team expects to expose collegestudents to the use of theorem proving in the design and development ofcomplex systems with dozens, and possibly hundreds, of reliablecomponents. The team also hopes to improve the ability of industrial ACL2programmers to tackle complex component-oriented systems.",National Science Foundation,NSF|abstract|assigned,"Computing, Networking & Robotic Systems"
